ID	size	type	pro_type
map03460	2	1	pathway
FBgn0035150	0.836642335	0.378401	tran
map04010	2	1	pathway
FBgn0044048	1.16755964	42.6017	tran
FBgn0036046	0.505092359	46.7391	tran
FBgn0263111	0.822810486	0.754691	tran
FBgn0035452	1.078973598	0.782698	tran
FBgn0014380	0.843996517	5.12686	tran
FBgn0261524	1.708103629	0.386069	tran
FBgn0044050	0.669082424	18.0349	tran
FBgn0014073	0.869660491	0.778066	tran
FBgn0267912	0.65938414	0.745235	tran
FBgn0004636	1.508866956	0.369124	tran
FBgn0262656	1.051056892	0.278663	tran
FBgn0001991	0.682061961	0.714688	tran
FBgn0014135	1.089750411	0.306069	tran
FBgn0028863	0.898173007	0.084928	tran
FBgn0287724	0.524858107	0.611316	tran
FBgn0033153	0.511590003	1.73184	tran
FBgn0046685	3.380928113	0	tran
FBgn0032752	0.608696485	0.549756	tran
FBgn0039742	0.617601772	1.44876	tran
FBgn0039015	1.381194658	0.441776	tran
FBgn0085224	0.570922273	0.069532	tran
FBgn0005777	0.855520879	0.176833	tran
FBgn0265193	0.58556125	0.124955	tran
map04012	2	1	pathway
FBgn0264607	0.706478184	1.6753	tran
FBgn0010583	0.705370184	0.704716	tran
FBgn0029997	0.636872909	0.198335	tran
map04013	2	1	pathway
FBgn0003984	1.194362356	0.468934	tran
FBgn0005672	0.512979578	4.63537	tran
FBgn0015399	0.752572105	0.682379	tran
FBgn0003053	1.093074039	0.272989	tran
FBgn0031016	0.739340998	0.63724	tran
FBgn0004569	0.509970064	1.28997	tran
FBgn0015400	0.612287142	0.34901	tran
FBgn0000490	0.994236768	0.267782	tran
FBgn0015402	0.535840523	0.61271	tran
FBgn0023214	0.58336614	1.73938	tran
FBgn0031518	1.306997343	0.095808	tran
FBgn0029944	0.556619834	0.275753	tran
FBgn0004595	0.946774791	0.012382	tran
FBgn0000097	0.825374129	0.022159	tran
FBgn0000179	0.840274804	0.039196	tran
FBgn0013323	0.744004239	0.178576	tran
FBgn0266129	0.946061747	0.032976	tran
FBgn0283531	0.605690623	0.027001	tran
FBgn0286070	0.619268191	0.019006	tran
map04014	2	1	pathway
FBgn0031692	0.507974246	39.8113	tran
FBgn0053513	0.691064363	0.55996	tran
FBgn0004573	0.791111538	0.324186	tran
FBgn0038881	0.510769882	0.34001	tran
FBgn0010424	0.936043949	0.339494	tran
FBgn0036008	0.512891545	0.499576	tran
FBgn0026376	0.646894227	0.292564	tran
FBgn0028487	0.923254988	0.117776	tran
map04015	2	1	pathway
novel499	2.26599956	3.73571	tran
novel669	2.638060715	2.28422	tran
novel67	3.344820831	0.276396	tran
novel955	2.655402609	1.21873	tran
FBgn0004435	0.815966173	29.0544	tran
novel645	7.272843263	0.8352	tran
novel962	1.824253667	0.860043	tran
novel509	4.600887002	0.729914	tran
novel109	4.813303749	0.697373	tran
novel104	2.672542626	0.437903	tran
FBgn0000163	1.23102432	1.23198	tran
novel775	2.602438165	0.4167	tran
novel316	3.859602636	0.029033	tran
novel197	2.098895293	0.507066	tran
novel462	1.373053902	0.28862	tran
novel279	2.424248575	0.112094	tran
novel287	1.484747847	0.628079	tran
novel183	1.949400467	0.201127	tran
novel51	0.787831144	1.48224	tran
novel772	7.163734592	0	tran
novel797	0.791896247	0.982432	tran
novel941	4.219691753	0.210496	tran
novel168	2.181251081	0.69504	tran
novel491	1.053115912	0.432792	tran
novel92	0.587170741	1.12265	tran
novel873	0.814429094	0.700752	tran
novel425	0.927306374	0.768272	tran
novel307	1.890607038	0.177687	tran
novel744	4.233199772	0.007173	tran
novel369	0.983305791	0.452428	tran
novel468	1.956763938	0.020115	tran
FBgn0085421	0.544928771	1.6341	tran
novel124	2.373515774	0.027135	tran
novel678	3.053253416	0.034252	tran
novel128	1.157225623	0.406126	tran
novel846	1.742171131	0.05964	tran
novel169	2.010700141	0.112545	tran
novel924	1.430145458	0.164696	tran
novel865	1.587661245	0.060081	tran
novel816	2.358227183	0.189961	tran
novel356	1.765838182	0.108675	tran
novel366	1.782352584	0.008798	tran
novel408	4.710694366	0.049218	tran
FBgn0034590	1.795249102	0.022572	tran
novel241	2.381145483	0.022972	tran
novel170	0.752311402	0.308352	tran
novel633	1.074921689	0.159668	tran
novel19	1.157316555	0.258354	tran
novel563	2.166856034	0.120882	tran
novel132	1.722048042	0.00539	tran
FBgn0053517	1.118176426	0.079747	tran
novel97	0.879436472	0.062553	tran
FBgn0040068	0.508722086	0.552077	tran
novel407	0.630482127	0.200664	tran
novel379	0.995029161	0.093626	tran
FBgn0265597	1.30114744	0.020197	tran
novel872	0.946167995	0.109509	tran
novel567	0.89563445	0.043472	tran
novel129	0.799442079	0.108673	tran
FBgn0001122	0.596801985	0.234876	tran
novel319	0.524078202	0.090556	tran
novel598	0.822390393	0.02468	tran
novel427	0.786335361	0.016278	tran
novel758	0.807046416	0.0363	tran
map04020	2	1	pathway
FBgn0013348	0.803697221	2.78795	tran
FBgn0011582	1.140420257	0.165481	tran
FBgn0259678	0.90289969	1.05124	tran
FBgn0011286	0.689444161	0.174616	tran
FBgn0038980	0.521508476	0.605303	tran
FBgn0085410	0.965284242	0.252904	tran
FBgn0039419	1.537391579	0.114356	tran
FBgn0036415	3.22354372	0	tran
FBgn0004841	0.807069253	0.254049	tran
FBgn0030954	0.531159645	0.089676	tran
FBgn0261361	0.506695576	0.048697	tran
FBgn0004622	0.630039103	0.039251	tran
map04022	2	1	pathway
FBgn0003429	0.679222086	1.54069	tran
FBgn0264695	0.567224794	0.977821	tran
FBgn0032187	3.941225174	0.032895	tran
FBgn0250910	1.047755067	0.216161	tran
FBgn0004396	0.555577172	0.792012	tran
FBgn0003117	1.185865073	0.038962	tran
map04024	2	1	pathway
FBgn0283471	0.750697355	36.1059	tran
FBgn0263257	0.893165806	0.275861	tran
FBgn0063368	0.98404266	0.953155	tran
FBgn0031275	0.723498975	0.195038	tran
FBgn0259145	0.893134083	0.068301	tran
FBgn0261612	0.962299442	0.061876	tran
map04060	2	1	pathway
FBgn0031055	1.071151016	0.790707	tran
FBgn0087007	0.557551718	0.1009	tran
map04061	2	1	pathway
map04062	2	1	pathway
FBgn0287828	0.725861915	0.378724	tran
map04064	2	1	pathway
FBgn0259246	0.930102241	0.241812	tran
map04066	2	1	pathway
map04068	2	1	pathway
map04070	2	1	pathway
FBgn0027279	0.567671492	0.696845	tran
map04071	2	1	pathway
FBgn0029093	6.048192906	25.9779	tran
FBgn0032049	2.924256613	10.8781	tran
map04072	2	1	pathway
map04080	2	1	pathway
FBgn0250815	3.591216819	223.714	tran
FBgn0040060	4.187205107	132.108	tran
FBgn0003863	3.025718385	185.334	tran
FBgn0035665	3.070614604	134.16	tran
FBgn0010425	3.569708586	90.4131	tran
FBgn0003357	3.107879371	50.8691	tran
FBgn0003356	3.585658203	38.4825	tran
FBgn0036024	3.858851641	22.8073	tran
FBgn0020906	4.277814421	21.7474	tran
FBgn0036022	1.044672701	177.554	tran
FBgn0010357	2.644419263	17.7738	tran
FBgn0052523	1.102191918	41.7306	tran
FBgn0003358	1.978813327	6.24663	tran
FBgn0029147	1.22307227	1.53376	tran
FBgn0036023	2.449761007	2.60253	tran
FBgn0011555	4.675469855	1.29227	tran
FBgn0037976	0.77701414	2.74745	tran
FBgn0038002	1.997398824	1.55368	tran
FBgn0050025	5.562122966	0.735671	tran
FBgn0010358	2.405122478	1.28742	tran
FBgn0260874	2.734523608	0.068958	tran
FBgn0004244	0.527885043	0.803544	tran
FBgn0036150	2.118912691	0.218008	tran
FBgn0029827	2.188020869	0.680576	tran
FBgn0052271	0.636440911	2.08531	tran
FBgn0034517	1.203624179	0.549809	tran
FBgn0266137	1.29638369	0.062878	tran
FBgn0038201	0.76129867	0.260984	tran
FBgn0053127	1.52741265	0.61368	tran
FBgn0038880	0.799012108	0.165602	tran
FBgn0263234	0.943663339	0.347577	tran
FBgn0051954	0.944559364	0.235792	tran
FBgn0053159	0.822982643	0.065518	tran
FBgn0038431	0.948548577	0.252808	tran
FBgn0030437	0.531117171	0.231968	tran
FBgn0039354	0.641093869	0.062307	tran
map04110	2	1	pathway
FBgn0025800	0.564847587	2.63557	tran
FBgn0031952	0.583462676	1.78825	tran
FBgn0000405	4.708643669	0.057627	tran
FBgn0051687	1.12250964	0.197061	tran
FBgn0035627	2.295616573	0.071264	tran
FBgn0028360	0.567980209	0.818271	tran
FBgn0010315	1.143246214	0.140255	tran
FBgn0000996	1.427935337	0.073094	tran
FBgn0004106	1.518129353	0.041264	tran
FBgn0038390	1.635457184	0.014053	tran
FBgn0035640	1.315742389	0.181327	tran
FBgn0023181	0.673127158	0.30226	tran
FBgn0010317	0.58702035	0.251774	tran
FBgn0286788	0.929916778	0.035491	tran
FBgn0000404	0.580151715	0.193162	tran
map04114	2	1	pathway
FBgn0000147	2.562161196	0.051743	tran
map04115	2	1	pathway
FBgn0022768	0.766066331	0.602245	tran
FBgn0031635	0.539861258	0.145121	tran
map04120	2	1	pathway
FBgn0035207	0.867869499	1.88832	tran
FBgn0044020	0.741115221	12.4792	tran
FBgn0041100	1.042477027	0.208182	tran
FBgn0058045	0.540797853	8.81471	tran
FBgn0029856	1.949220896	0.839564	tran
FBgn0029006	0.568166514	0.866563	tran
FBgn0036980	0.592146424	0.972662	tran
FBgn0028467	0.537717782	1.33347	tran
FBgn0034109	0.59206375	0.981575	tran
FBgn0030674	0.625685683	0.014691	tran
map04122	2	1	pathway
FBgn0032054	0.550178096	0.947193	tran
map04130	2	1	pathway
FBgn0267849	1.238588246	0.709644	tran
FBgn0037383	0.96076893	1.04469	tran
map04136	2	1	pathway
FBgn0036255	0.694326538	21.8829	tran
FBgn0029840	0.68675762	0.350214	tran
FBgn0264691	0.697414935	0.11368	tran
map04137	2	1	pathway
FBgn0038862	1.630711038	1.92794	tran
FBgn0039969	0.571694627	47.1239	tran
FBgn0030286	0.599020776	1.57669	tran
FBgn0031233	0.527219474	0.669313	tran
FBgn0029819	0.526924005	0.12503	tran
map04140	2	1	pathway
FBgn0013770	0.756232887	53.3357	tran
FBgn0034709	0.940927765	7.11372	tran
FBgn0033875	0.508548901	22.5128	tran
FBgn0037396	2.344309314	1.76127	tran
FBgn0034433	1.233497574	1.73827	tran
FBgn0029959	0.879372553	2.3331	tran
FBgn0036919	1.127539972	0.221922	tran
FBgn0036374	0.588829098	0.139127	tran
FBgn0037363	0.891608147	0.068082	tran
FBgn0032499	0.531076709	0.266088	tran
FBgn0034443	1.050511266	0.416979	tran
FBgn0039163	0.503385868	0.659957	tran
map04141	2	1	pathway
FBgn0001226	3.273691126	10.2876	tran
FBgn0052641	1.202545368	104.429	tran
FBgn0052581	11.20245416	13.0115	tran
FBgn0011296	2.185044416	11.296	tran
FBgn0028327	0.678008626	24.8638	tran
FBgn0031037	0.77615029	6.67657	tran
FBgn0052676	1.04897784	0.801976	tran
FBgn0001224	3.474973504	5.09716	tran
FBgn0035817	0.666974482	13.4387	tran
FBgn0001233	0.543575351	5.95346	tran
FBgn0004179	0.620614518	3.71753	tran
FBgn0038947	0.512551876	8.65391	tran
FBgn0037105	1.051904762	0.392562	tran
FBgn0004003	2.378285357	0.032115	tran
FBgn0032181	0.558979739	5.78328	tran
FBgn0032398	0.623723049	1.40888	tran
FBgn0037538	0.503428441	2.60674	tran
FBgn0039296	0.532837498	1.58519	tran
FBgn0035593	1.95836597	0.12004	tran
FBgn0038674	0.779584488	1.43344	tran
FBgn0040340	0.52973245	0.580889	tran
FBgn0033460	0.859489911	0.045684	tran
FBgn0014075	1.080159512	0.053101	tran
map04142	2	1	pathway
FBgn0031645	1.586525463	9.13684	tran
FBgn0034761	0.885184582	23.0977	tran
FBgn0034394	0.630870829	16.9706	tran
FBgn0034229	0.569848765	37.0301	tran
FBgn0030157	0.506001327	20.8949	tran
FBgn0039800	0.886034749	8.74097	tran
FBgn0034783	6.197584228	0.424827	tran
FBgn0036756	1.484579957	0.385301	tran
FBgn0050272	5.638310517	0.260624	tran
FBgn0032075	0.620433959	5.00882	tran
FBgn0024814	0.548345734	4.44374	tran
FBgn0034782	4.708643669	0.0983	tran
FBgn0033136	1.557502308	0.32236	tran
FBgn0033138	1.56979567	0.53967	tran
FBgn0050273	0.783058096	0.264362	tran
FBgn0033392	0.61027646	0.687504	tran
FBgn0034392	0.905421969	0.18957	tran
FBgn0035815	0.625465529	0.374059	tran
FBgn0038099	1.788236038	0.063186	tran
FBgn0034758	1.225731733	0.204353	tran
FBgn0039154	0.778268793	0.465903	tran
map04144	2	1	pathway
novel276	3.694626444	0.035071	tran
FBgn0284255	0.630378151	23.4077	tran
novel517	3.468066981	0.022979	tran
novel73	3.747212821	0.151466	tran
FBgn0025643	0.81566841	1.36625	tran
FBgn0028538	0.606633198	1.15918	tran
FBgn0264560	0.576721616	0.900635	tran
FBgn0026179	0.535843605	1.26681	tran
FBgn0000414	0.540021569	0.685974	tran
FBgn0038181	0.660867565	0.855594	tran
novel175	0.831662748	0.147122	tran
FBgn0016693	0.681573996	0.330017	tran
FBgn0030808	0.591150862	0.199713	tran
FBgn0035431	0.583226656	0.775843	tran
FBgn0065032	1.160896989	0.381729	tran
novel376	0.752132455	0.130078	tran
FBgn0036571	0.682270153	0.057939	tran
FBgn0043012	0.835873079	0.274102	tran
FBgn0039773	0.542151878	0.116787	tran
map04145	2	1	pathway
FBgn0002939	1.866555037	3.69579	tran
FBgn0031850	1.391862884	0.906846	tran
FBgn0027562	0.774247179	4.06035	tran
FBgn0015924	0.597477518	2.79334	tran
FBgn0288686	0.985472214	0.49985	tran
FBgn0259230	4.84539689	0.226236	tran
FBgn0035290	0.50179093	2.47068	tran
FBgn0087040	0.532389691	0.273852	tran
map04146	2	1	pathway
FBgn0051028	1.57216336	1.85286	tran
FBgn0040805	1.155028428	6.13703	tran
FBgn0036484	0.966059888	1.2732	tran
FBgn0030481	0.614709236	2.33299	tran
FBgn0031092	0.741827118	6.10493	tran
FBgn0039386	1.08106569	1.18501	tran
FBgn0053474	4.193171395	0.232417	tran
FBgn0039068	1.054158008	1.11495	tran
FBgn0052250	0.544405483	2.82495	tran
FBgn0013563	0.743978558	0.295079	tran
FBgn0039543	0.820102464	0.317154	tran
FBgn0035876	1.032884353	0.203144	tran
FBgn0029821	0.819386081	0.050319	tran
FBgn0032791	0.716984035	0.124052	tran
map04148	2	1	pathway
FBgn0027594	0.748880954	0.798139	tran
FBgn0028381	1.880096647	0.398738	tran
FBgn0030747	1.952009773	0.10834	tran
FBgn0039734	0.550503327	0.70192	tran
FBgn0053087	0.805005531	0.022199	tran
map04150	2	1	pathway
FBgn0035227	1.687385733	2.04124	tran
FBgn0045842	1.082668106	0.502345	tran
FBgn0259736	0.671107895	0.754259	tran
FBgn0027343	1.014057973	0.371471	tran
FBgn0039158	0.54481428	1.28398	tran
FBgn0086690	0.516317817	0.203936	tran
FBgn0004360	1.234161402	0.189771	tran
FBgn0039487	0.531616443	0.308615	tran
FBgn0027342	0.546201919	0.084031	tran
FBgn0031903	0.560667446	0.153851	tran
FBgn0031251	0.576364534	0.0413	tran
map04151	2	1	pathway
FBgn0039332	0.866979453	8.91631	tran
FBgn0036364	1.125822515	1.26359	tran
FBgn0001250	0.599233326	1.08547	tran
FBgn0029167	1.914933947	0.011935	tran
FBgn0002914	0.527451936	1.18357	tran
FBgn0016075	0.663355103	0.078046	tran
FBgn0267348	0.653474546	0.062074	tran
FBgn0261563	0.624119801	0.027499	tran
map04152	2	1	pathway
map04210	2	1	pathway
FBgn0036833	4.674332483	2.39061	tran
FBgn0028408	0.571758466	0.529057	tran
FBgn0053346	0.620163207	0.608711	tran
map04211	2	1	pathway
map04212	2	1	pathway
FBgn0022224	0.503700785	51.9672	tran
map04213	2	1	pathway
FBgn0259789	0.665696415	0.048659	tran
FBgn0044046	1.276282162	0.043238	tran
map04214	2	1	pathway
FBgn0000546	0.750777823	0.35535	tran
FBgn0040491	0.592948841	2.67593	tran
FBgn0267033	0.679896201	0.21711	tran
FBgn0264490	0.706005233	0.198565	tran
FBgn0033659	2.258010374	0.135163	tran
FBgn0030719	0.569636514	0.863188	tran
FBgn0033051	1.05630007	0.069497	tran
FBgn0011706	0.507723047	0.738308	tran
FBgn0003964	0.689989935	0.024628	tran
map04215	2	1	pathway
map04216	2	1	pathway
map04217	2	1	pathway
FBgn0031857	0.542569726	1.27554	tran
map04218	2	1	pathway
FBgn0033846	0.772052582	0.228633	tran
FBgn0026417	1.255401071	0.183897	tran
FBgn0025807	0.599558756	0.298159	tran
map04260	2	1	pathway
map04261	2	1	pathway
map04270	2	1	pathway
FBgn0002772	0.646415222	26.0072	tran
FBgn0004687	0.809968036	1.32939	tran
map04310	2	1	pathway
FBgn0028542	0.807233174	2.40657	tran
FBgn0259896	1.478082285	0.184719	tran
FBgn0027929	1.521973501	0.378294	tran
FBgn0085433	0.601134395	0.534522	tran
FBgn0003255	1.398850814	0.073529	tran
FBgn0033791	0.64285988	0.196441	tran
FBgn0026737	0.733542199	0.054933	tran
map04320	2	1	pathway
FBgn0000256	0.715070743	0.765143	tran
FBgn0004875	0.620413158	0.41933	tran
FBgn0037448	0.741730129	0.264395	tran
map04330	2	1	pathway
FBgn0053198	0.990042088	3.9191	tran
FBgn0016977	0.58993601	0.182882	tran
FBgn0002643	0.6169108	0.28159	tran
map04340	2	1	pathway
FBgn0024194	0.682124488	0.820284	tran
FBgn0243514	0.501221049	0.405089	tran
FBgn0028939	0.980573565	0.026237	tran
map04341	2	1	pathway
FBgn0000352	0.587669811	0.547718	tran
map04350	2	1	pathway
FBgn0085450	0.944801779	0.643034	tran
FBgn0032251	1.129070943	0.181207	tran
FBgn0022764	0.602557511	0.225216	tran
FBgn0033667	0.897910643	0.29762	tran
FBgn0052373	0.921680833	0.078694	tran
map04360	2	1	pathway
FBgn0260463	3.956753463	1.30527	tran
FBgn0028370	1.020366767	1.08295	tran
FBgn0003514	0.558266776	2.41281	tran
FBgn0039861	0.725686048	0.257492	tran
FBgn0032593	1.525523291	0.041001	tran
map04361	2	1	pathway
FBgn0259748	2.077784259	6.16422	tran
FBgn0036362	4.116692472	1.37106	tran
FBgn0052499	1.447128551	1.36591	tran
FBgn0265356	0.787968505	1.14541	tran
FBgn0051077	0.741431932	1.3523	tran
FBgn0023479	0.533328358	1.13604	tran
FBgn0031097	1.0175118	0.881809	tran
FBgn0026206	0.77791625	0.069266	tran
FBgn0037487	1.246031404	0.108026	tran
FBgn0053265	2.268050001	0.032218	tran
FBgn0035844	0.851487886	0.194745	tran
FBgn0267337	0.651014115	0.170609	tran
map04370	2	1	pathway
map04371	2	1	pathway
FBgn0003499	0.71766144	0.109699	tran
map04380	2	1	pathway
map04390	2	1	pathway
FBgn0003345	0.702450774	0.526558	tran
FBgn0010215	0.740527686	0.372244	tran
map04391	2	1	pathway
FBgn0001235	0.606130925	2.20145	tran
FBgn0262509	0.70078027	0.70822	tran
FBgn0038606	0.720557037	0.405996	tran
FBgn0035699	0.92766144	0.372706	tran
FBgn0010825	0.555407201	0.44665	tran
FBgn0284247	0.841344757	0.0874	tran
FBgn0038439	1.799336997	0.041189	tran
FBgn0011202	0.524823037	0.464518	tran
FBgn0003866	0.773014786	0.176176	tran
FBgn0004583	0.638248751	0.032075	tran
FBgn0000658	0.528422217	0.145604	tran
FBgn0261053	0.706269165	0.031642	tran
FBgn0001075	0.524917155	0.016543	tran
map04392	2	1	pathway
map04510	2	1	pathway
map04512	2	1	pathway
FBgn0051103	0.850792629	1.29182	tran
FBgn0014033	1.051721702	0.373131	tran
FBgn0032235	0.867354215	0.082527	tran
FBgn0030331	0.613930994	0.198889	tran
map04514	2	1	pathway
FBgn0054054	1.565371081	16.9699	tran
FBgn0083963	0.630256768	0.489154	tran
FBgn0050044	0.877078416	0.585798	tran
FBgn0001987	0.704998458	0.017068	tran
map04520	2	1	pathway
FBgn0000723	1.021054476	0.743877	tran
map04530	2	1	pathway
FBgn0032796	0.988793173	0.047569	tran
map04540	2	1	pathway
map04550	2	1	pathway
FBgn0004607	0.660639598	0.198606	tran
FBgn0002522	0.571298135	0.09572	tran
map04610	2	1	pathway
FBgn0262721	3.413564408	1.46409	tran
FBgn0033320	0.95769279	6.64251	tran
FBgn0034139	1.323379705	0.990232	tran
FBgn0032421	0.571858659	4.12182	tran
FBgn0050371	1.396570719	0.204353	tran
FBgn0032213	0.635496048	0.717595	tran
FBgn0032422	1.372603523	0.390723	tran
FBgn0027930	0.961792482	0.17909	tran
FBgn0036612	1.936006859	0.042367	tran
FBgn0002709	0.955888714	0.028864	tran
map04611	2	1	pathway
map04612	2	1	pathway
FBgn0039099	0.917349793	14.4333	tran
FBgn0039098	0.725382942	4.92323	tran
map04613	2	1	pathway
FBgn0037376	0.566031044	1.231	tran
FBgn0053868	0.552117597	0.497555	tran
map04614	2	1	pathway
FBgn0038135	4.34080867	0.177882	tran
map04620	2	1	pathway
map04621	2	1	pathway
FBgn0033453	1.407489149	0.496454	tran
FBgn0265101	0.519463137	10.6287	tran
FBgn0032194	2.372841363	0.134483	tran
map04622	2	1	pathway
FBgn0036180	0.869325513	0.047416	tran
map04623	2	1	pathway
FBgn0035868	1.270372279	0.369485	tran
map04624	2	1	pathway
FBgn0025583	2.109584602	1003.91	tran
FBgn0052282	1.966953465	1252.73	tran
FBgn0283461	1.240554313	182.8	tran
FBgn0034329	0.754695313	2522.19	tran
FBgn0040736	0.670618477	66.9752	tran
FBgn0004240	1.065374764	49.5431	tran
FBgn0034407	0.776703653	131.982	tran
FBgn0040734	0.634808827	18563.7	tran
FBgn0040733	0.929060086	575.92	tran
FBgn0032549	7.539630621	38.4251	tran
FBgn0050082	2.097970941	2.0263	tran
FBgn0034330	0.507597583	2014.47	tran
FBgn0043578	0.566607798	120.427	tran
FBgn0043575	1.620443397	6.85513	tran
FBgn0053462	7.118041366	1.32895	tran
FBgn0000278	2.920722497	0.588537	tran
FBgn0035977	1.333372682	0.289143	tran
FBgn0040323	0.985430592	2.08001	tran
FBgn0000279	0.686419902	26.0009	tran
FBgn0001189	0.887781923	1.31937	tran
FBgn0287775	0.616836686	1.0158	tran
FBgn0039495	0.58491743	3.077	tran
FBgn0030777	4.264075142	0.487834	tran
FBgn0034476	0.793555099	0.335157	tran
FBgn0030775	3.110615863	0.484385	tran
FBgn0038144	1.752986455	0.133585	tran
FBgn0036494	0.692693547	0.302622	tran
FBgn0034796	1.822049604	0.147187	tran
FBgn0038113	0.599899916	1.11215	tran
FBgn0053458	2.038873567	0.186443	tran
FBgn0030051	1.134025851	0.3641	tran
FBgn0052185	1.243616297	0.282562	tran
FBgn0035379	0.55615713	0.668536	tran
FBgn0037906	0.510654628	1.2078	tran
FBgn0034262	1.33028967	0.065245	tran
FBgn0030774	1.310297777	0.305016	tran
FBgn0038530	0.686563362	1.04669	tran
FBgn0050187	1.327595812	0.174057	tran
FBgn0030310	0.900859313	0.312915	tran
FBgn0029114	0.697272967	0.064088	tran
FBgn0030695	0.574406222	0.24482	tran
FBgn0031548	0.579275804	0.351624	tran
FBgn0085465	1.271894037	0.113868	tran
FBgn0039494	0.599729344	0.391154	tran
FBgn0050414	0.651223744	0.268064	tran
FBgn0050090	0.797055393	0.091672	tran
map04625	2	1	pathway
FBgn0031317	0.691726857	1.12888	tran
map04630	2	1	pathway
FBgn0043903	0.733518165	0.504763	tran
map04640	2	1	pathway
FBgn0040102	1.03151536	4.3667	tran
FBgn0035199	1.679837161	1.24107	tran
FBgn0053532	1.876903074	1.38542	tran
FBgn0031910	4.698402715	0.384664	tran
FBgn0262357	4.030773709	0.778046	tran
FBgn0040104	3.852517827	0.42677	tran
FBgn0016675	1.782261885	0.134897	tran
map04650	2	1	pathway
map04657	2	1	pathway
map04658	2	1	pathway
map04659	2	1	pathway
FBgn0003513	0.637745812	0.034423	tran
map04660	2	1	pathway
map04662	2	1	pathway
map04664	2	1	pathway
map04666	2	1	pathway
map04668	2	1	pathway
map04670	2	1	pathway
map04710	2	1	pathway
FBgn0023076	2.227503485	0.863399	tran
FBgn0261703	1.421345141	1.07857	tran
FBgn0003068	1.249617948	0.17609	tran
FBgn0023094	0.94861843	0.262741	tran
map04711	2	1	pathway
FBgn0259938	1.13090492	0.19899	tran
FBgn0016076	0.912113903	0.287464	tran
map04713	2	1	pathway
FBgn0035733	0.509900022	0.672046	tran
map04714	2	1	pathway
FBgn0040751	0.507375892	34.3313	tran
FBgn0035960	0.785675068	0.552682	tran
FBgn0260397	0.863043915	0.283313	tran
map04720	2	1	pathway
map04721	2	1	pathway
FBgn0029762	0.615178416	4.20885	tran
FBgn0039915	0.546741648	1.6636	tran
FBgn0031937	1.824293745	0.283139	tran
FBgn0285912	2.682731494	0.180149	tran
FBgn0033443	1.68852635	0.121007	tran
FBgn0051495	0.786354858	0.877551	tran
map04722	2	1	pathway
FBgn0261554	0.915910619	0.437967	tran
map04723	2	1	pathway
map04724	2	1	pathway
map04725	2	1	pathway
map04726	2	1	pathway
map04727	2	1	pathway
map04728	2	1	pathway
map04730	2	1	pathway
map04740	2	1	pathway
FBgn0039941	1.072899206	0.415068	tran
FBgn0037238	0.780016573	0.089697	tran
map04742	2	1	pathway
FBgn0285944	1.439748382	0.85785	tran
FBgn0085434	0.871771849	0.649913	tran
map04744	2	1	pathway
map04745	2	1	pathway
FBgn0003248	0.594059249	20.2923	tran
map04750	2	1	pathway
map04810	2	1	pathway
FBgn0264707	0.747122599	0.1347	tran
map04814	2	1	pathway
FBgn0024196	0.515884684	56.3628	tran
FBgn0010622	0.515796836	3.694	tran
FBgn0040609	0.560481906	0.346204	tran
FBgn0034566	1.539820774	0.112229	tran
FBgn0032243	0.696290338	0.076416	tran
FBgn0000317	1.219024046	0.019418	tran
FBgn0267431	1.052990399	0.023917	tran
FBgn0031955	0.603853525	0.049762	tran
FBgn0033243	0.78913613	0.478835	tran
FBgn0263705	0.571402865	0	tran
map04820	2	1	pathway
FBgn0259209	1.011827085	44.7412	tran
FBgn0005666	1.48617817	0.167289	tran
FBgn0086906	0.919100101	0.644336	tran
FBgn0261836	1.433809304	0.213295	tran
FBgn0085446	0.525345648	1.14196	tran
FBgn0026403	0.706295543	0.799816	tran
FBgn0003174	1.160429065	0.124207	tran
FBgn0038042	1.638884019	0.055403	tran
FBgn0053556	0.946564713	0.109985	tran
map04910	2	1	pathway
map04911	2	1	pathway
FBgn0029761	0.748262203	0.606326	tran
map04912	2	1	pathway
map04913	2	1	pathway
map04914	2	1	pathway
map04915	2	1	pathway
novel253	0.98109606	4.87875	tran
novel192	1.368697235	0.716909	tran
novel435	1.920317175	0.208963	tran
novel487	1.136034757	0.299163	tran
novel871	0.999127366	0.431507	tran
novel657	2.571986702	0.11253	tran
novel799	0.656556063	0.328873	tran
novel510	4.197385067	0.1809	tran
FBgn0052536	0.513071021	3.57478	tran
novel284	0.518827488	0.150971	tran
novel107	0.591918829	0.133385	tran
map04916	2	1	pathway
map04917	2	1	pathway
map04918	2	1	pathway
FBgn0002542	0.580961781	0.083404	tran
map04919	2	1	pathway
FBgn0031568	0.985871264	0.145179	tran
FBgn0003415	1.648488941	0.002961	tran
map04920	2	1	pathway
map04921	2	1	pathway
map04922	2	1	pathway
map04923	2	1	pathway
map04924	2	1	pathway
map04925	2	1	pathway
map04926	2	1	pathway
map04927	2	1	pathway
map04928	2	1	pathway
FBgn0023083	0.588918854	0.933387	tran
map04929	2	1	pathway
map04930	2	1	pathway
map04931	2	1	pathway
FBgn0032940	0.847924702	0.209913	tran
map04932	2	1	pathway
map04933	2	1	pathway
map04934	2	1	pathway
FBgn0000139	0.845397405	1.09248	tran
map04935	2	1	pathway
FBgn0036587	1.577281071	0.093225	tran
FBgn0034717	0.592458079	0.106904	tran
map04936	2	1	pathway
map04940	2	1	pathway
